This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Sun Aug 03 09:14:16 2025
Filter Values: disposition notContains F AND notContains EB; stellar_distance lessThan 300; stellar_teff lessThan 4200; stellar_radius lessThan 0.65; tfopwg_disposition notContains F AND notContains A

"TIC ID","TOI","CTOI","Master priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ESM","TSM","Predicted Mass (M_Earth)","Predicted RV Semi-amplitude (m/s)","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","View all TFOPWG Disposition","TESS mag","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM Dec (mas/yr)","Transit Epoch (BJD)","Period (days)","Duration (hours)","Depth (mmag)","Depth (ppm)","Planet Radius (R_Earth)","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Teff (K)","Stellar log(g) (cm/s2)","Stellar Radius (R_Sun)","Stellar Metallicity","Stellar Mass (M_Sun)","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"201254754","6858.01","","2","4","2","3","4","4","2.9","39.2","3.64","2.5","1","0","2","PC","PC","6858.01","11.8272","1","qlp-s69-faintsearch","FAINT","1.512156","-58.935221","-72.394","-10.398","2460202.53261","3.3024845","1.465","1.348235","1241","1.73871","26.3567","631","11","61.1486","3634","4.75","0.49","-0.472209","0.48498","1,2,28,68,69","found in faint-star QLP search","2023-12-12","2024-08-22","2025-07-31"
"28872266","6869.01","","3","3","3","1","4","4","0","13.3","51.32","5.5","0","0","0","PC","PC","6869.01","14.2212","1","qlp-s70-faintsearch","FAINT","49.593526","24.277814","29.154","-19.506","2459466.023416","763.9701133","3.659","31.285705","28404","8.20454","0.00227646","60","12","200.19","3671","4.71","0.53","","0.526386","42,43,70","found in faint-star QLP search; period likely shorter than max period of ~763.97 d","2023-12-12","2024-08-22","2025-07-31"
"387294150","6904.01","","2","4","2","3","4","4","1.5","37.5","9.11","3.2","3","0","2","PC","PC","6904.01","11.4353","1","spoc-s01-s69-b02","SPOC","312.359236","-57.480062","114.305","-61.803","2459038.047363","16.826743424231","2.4103679106128","2.173552","1999.9128428949","2.9646310631384","7.2034172914179","417.83459320092","8.290459","80.8057","3944","4.62692","0.62898397445679","","0.611121","27,67","double star; low SNR","2024-02-15","2024-02-15","2025-07-31"
"421006834","6940.01","","2","4","2","3","4","4","26.7","130.3","4.87","9.1","3","1","3","PC","PC","6940.01","12.5437","1","qlp-s72-faintsearch","FAINT","111.870696","11.466281","-81.454","-28.691","2460285.534539","0.3052608","0.309","1.760319","1620","2.03448","196.562","1043","13","51.7699","3338","4.85","0.37","","0.360966","7,44,45,46,71,72","found in faint-star QLP search","2024-02-29","2024-08-22","2025-07-31"
"165965790","6950.01","","3","3","3","1","4","4","39.4","83.8","100.65","70.5","1","0","0","PC","PC","6950.01","14.9577","1","qlp-s72-faintsearch","FAINT","110.741054","22.48931","4.495","-1.381","2460284.719845","2.0478359","1.559","44.99053","40591","12.2554","71.7485","810","14","","3854","4.63","0.63","","0.608938","71,72","found in faint-star QLP search","2024-02-29","2024-08-22","2025-07-31"
"141527579","698.01","","1","1","1","3","4","4","0.6","29.4","5.03","2.2","6","0","1","PC","PC","698.01","12.1293","1","spoc-s01-s69-b0A-PC","SPOC","87.739087","-76.61961","158.696","157.834","2458328.941861","15.086773783282","2.125029129455","2.07783","1911.9221795755","2.0905858507051","3.5705630840662","350.59355423126","23.508717","63.3731","3570","4.83196","0.47184199094772","","0.469549","1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69","L1 candidate","2019-04-30","2024-03-11","2025-07-31"
"443823169","6981.01","","1","1","1","3","4","4","0","26","4.97","1","1","1","5","PC","PC","6981.01","11.6627","1","spoc-s01-s72-b0H","SPOC","121.059967","11.266937","-166.176","-39.133","2458525.814399","425.450696267","2.9472615933295","5.173116","4753.2829943189","2.0762332748119","0.2314879312299","176.90977819817","13.416479","25.4675","3261","4.92925","0.29680600762367","","0.272977","7,34,44,45,46,61,71,72","actual period likely shorter than max period of ~425.4 d; s46 event missing egress","2024-05-30","2024-05-30","2025-07-31"
"219707850","7003.01","","3","3","3","1","4","4","221.7","326.9","125.65","149.5","2","0","0","PC","PC","7003.01","14.2717","1","qlp-s74-faintsearch","FAINT","136.631085","70.886829","-38.821","-46.733","2460338.155539","0.7331156","0.559","50.587468","45524","13.8557","48.0269","733","59","155.969","3326","4.77","0.46","","0.457983","40,47,53,60,74","found in faint-star QLP search","2024-05-30","2024-08-22","2025-07-31"
"11894726","7015.01","","3","4","3","2","4","4","25.2","143.3","125.8","70.3","3","1","1","PC","PC","7015.01","14.3528","1","qlp-s75-faintsearch","FAINT","178.176278","48.352211","-66.12","2.82","2460359.065148","7.0687489","0.515","56.174533","50423","14.0241","0.313028","208","15","164.557","3368","4.77","0.47","","0.462913","48,75","found in faint-star QLP search","2024-05-30","2024-08-22","2025-07-31"
"237914496","702.01","","1","1","1","4","4","4","3.2","36.2","4.86","2.8","4","1","4","PC","PC","702.01","11.8371","1","spoc-s01-s69-b0A-PC","SPOC","56.174949","-65.198339","-24.797","178.787","2458326.81595","3.5681409898016","1.4556337049801","0.985209","906.99935411256","2.0483578257743","49.36362265235","676.03861838585","14.556614","84.4039","4015","4.61505","0.57773500680923","","0.62","1,2,3,4,7,11,27,29,30,31,34,37,61,62,63,64,65,67,68,69","L1 candidate","2019-04-30","2024-03-11","2025-07-31"
"446166017","7029.01","","3","4","3","1","4","4","62.9","130.9","117.03","90.7","4","0","0","PC","PC","7029.01","14.8347","1","qlp-s75-faintsearch","FAINT","183.519002","48.359133","16.262","-28.286","2460392.777339","1.9271521","1.201","65.731759","58745","13.364","29.2163","647","26","263.55","3516","4.7","0.55","","0.543304","48,49,75","found in faint-star QLP search","2024-05-30","2024-08-22","2025-07-31"
"284592989","7031.01","TIC 284592989.01","3","3","3","1","4","4","18.6","54.6","39.95","28.9","6","0","0","PC","PC","7031.01","14.367","1","spoc-s76-b02","SPOC","186.012762","42.684124","28.865","-8.367","2460368.419612","1.7911015844962","1.3192751493368","13.387839","12254.943975233","7.0726104261411","114.79978155541","834.84339396359","8.21445","295.802","3718","4.62057","0.63664698600769","","0.617018","76","possibly V-shaped; Gaia DR3 RV error ~ 6 km/s; also a CTOI by Marco Montalto","2024-05-30","2024-05-30","2025-07-31"
"337217173","7049.01","TIC 337217173.01","2","2","2","3","4","4","0.1","79.1","4.93","2.4","3","4","2","PC","PC","7049.01","11.5546","1","qlp-s71-337217173","CTOI","39.824291","7.470835","480.817","-137.416","2460214.323255","40.3833862","2.345","7.140429","6555","2.03391","0.283517","203","3","20.0182","3236","4.98108","0.25","","0.22512","4,31,42,70,71","flaring host; event near TBJD~2164 is single transit CTOI from George Zhou","2024-09-24","2024-09-24","2025-07-31"
"22740615","7082.01","","3","4","3","2","4","4","90.3","320.1","94.41","100.5","5","0","1","PC","PC","7082.01","14.2582","1","qlp-s76-faintsearch","FAINT","202.249317","40.195722","26.011","-46.396","2460393.685953","2.253174","1.118","92.578739","81734","11.9013","19.5121","585","30","101.892","3340","4.9","0.33","","0.305649","49,76","found in faint-star QLP search","2024-10-24","2024-10-23","2025-07-31"
"444209952","7101.01","","3","3","3","1","4","4","39.9","101.9","124.01","51.4","2","1","0","PC","PC","7101.01","12.308","1","qlp-s77-faintsearch","FAINT","352.301058","54.971076","-1.262","-1.505","2460422.426526","1.8471592","1.958","7.177588","6589","","","","25","249.393","","","","","","17,24,57,77","found in faint-star QLP search","2024-10-24","2024-10-23","2025-07-31"
"277853911","7123.01","","3","4","3","1","4","4","615.9","355.1","317","593.4","6","0","0","PC","PC","7123.01","14.8916","1","qlp-s77-faintsearch","FAINT","321.031993","53.753129","-14.863","-15.091","2460422.955042","0.3075961","0.49","144.370785","124509","17.2274","117.396","917","102","151.776","3257","4.86","0.37","","0.355561","56,57,76,77","found in faint-star QLP search","2024-10-24","2024-10-23","2025-07-31"
"272829240","7125.01","","3","3","3","1","4","4","2","77.4","50.55","21.7","2","0","0","PC","PC","7125.01","13.9933","1","qlp-s78-faintsearch","FAINT","356.773197","60.249859","114.295","5.501","2460435.644849","21.7276636","2.924","48.780315","43934","8.18265","1.32008","298","19","115.061","3437","4.83","0.4","","0.388254","57,58,77,78","found in faint-star QLP search","2024-10-24","2024-10-23","2025-07-31"
"219195044","714.01","","2","4","2","3","4","4","2","37.9","2.86","1.9","15","2","1","PC","PC","714.01","11.5436","1","spoc-s01-s69-b0A-PC","SPOC/QLP","92.392417","-53.822988","92.721","115.298","2458412.826255","4.323932936976","1.5783126552371","1.061525","977.22249152172","1.5008876814315","23.773556447232","563.17489724095","20.751312","53.8473","3782","4.438","0.47314101457596","","0.470893","4,5,6,7,8,11,12,28,31,32,33,34,35,38,61,65,66,67,68,69","potential multi planet system","2019-05-24","2024-09-19","2025-07-31"
"219195044","714.02","","2","4","2","3","4","4","0.9","30.2","3.09","1.5","15","2","1","PC","PC","714.02","11.5436","2","spoc-s01-s69-b0A-PC","SPOC","92.392417","-53.822988","92.721","115.298","2458419.10613","10.177547481149","2.0401655082155","1.024645","943.28760928014","1.5705442760236","7.5929155947058","423.37176636389","15.310181","53.8473","3782","4.438","0.47314101457596","","0.470893","4,5,6,7,8,11,12,28,31,32,33,34,35,38,61,65,66,67,68,69","possible multi","2019-05-24","2024-09-19","2025-07-31"
"235717158","7141.01","","3","3","3","2","4","4","11.6","46.3","28.59","19.4","1","0","2","PC","PC","7141.01","14.2442","1","qlp-s79-faintsearch","FAINT","254.662151","83.271745","-22.902","25.437","2460478.279335","2.4141149","1.329","11.745828","10760","5.83132","29.5308","649","15","229.246","3438","4.64","0.61","","0.594355","40,41,47,52,53,59,60,73,74,79","found in faint-star QLP search","2024-10-24","2024-10-23","2025-07-31"
"405542683","7147.01","TIC 405542683.01","3","4","3","3","4","4","60.4","125.1","68.52","54.6","7","0","1","PC","PC","7147.01","13.7182","1","qlp-s79-faintsearch","SPOC/FAINT","256.753952","38.784588","32.56","-31.417","2460478.300226","1.3473988","0.444","12.189327","11164","9.67861","20.22","590","13","207.933","3576","4.6158","0.64","","0.621425","51,52,78,79","found in faint-star QLP search; Gaia DR3  RV error ~9 km/s but RUWE <1; underlying variability close to orbital period but not quite synchronized","2024-10-24","2024-10-23","2025-07-31"
"378860702","7152.01","","3","3","3","1","4","4","25.1","71.5","114.53","36.2","3","0","0","PC","PC","7152.01","11.878","1","qlp-s79-faintsearch","FAINT","10.212378","71.364782","","","2460475.218903","3.1875721","1.825","4.654743","4278","","","","23","","","","","","","18,25,58,59,78,79","found in faint-star QLP search","2024-10-24","2024-10-23","2025-07-31"
"376354189","7156.01","","3","3","3","1","4","4","68","175","93.74","82","1","0","0","PC","PC","7156.01","14.6049","1","qlp-s79-faintsearch","FAINT","45.280234","69.916053","67.556","-24.678","2460478.565091","1.9299641","0.37","29.495865","26801","11.758","2.99687","366","11","181.369","3554","4.78","0.46","","0.454027","52,59,79","found in faint-star QLP search","2024-10-24","2024-10-23","2025-07-31"
"341005781","7162.01","","3","3","3","1","4","4","6.5","50.5","51.82","23.8","1","0","0","PC","PC","7162.01","14.4397","1","qlp-s77-faintsearch","FAINT","314.724621","59.595297","-0.864","1.269","2460555.536835","8.6393678","2.325","24.713638","22505","8.17498","6.46156","444","12","","3468","4.68","0.56","","0.558261","56,57,76,77","found in faint-star QLP search","2024-10-24","2024-10-23","2025-07-31"
"288421619","7166.01","","2","2","2","3","4","4","0.5","71.6","5.07","4.2","6","1","2","PC","PC","7166.01","13.123","1","spoc-s82-b02","SPOC","320.680636","8.889398","260.604","-270.599","2460537.646846","12.922811130509","1.5980206923318","9.512707","8723.25644591","2.1004549367507","1.1580613895244","264.57733955856","10.537934","35.4153","3166","5.02476","0.22337700426578","","0.192648","82","low SNR","2024-11-14","2024-11-14","2025-08-01"
"63100069","7170.01","","1","4","1","1","4","4","11.7","71.1","12.52","10","4","0","0","PC","PC","7170.01","12.8317","1","spoc-s01-s72-b0H","SPOC","117.974778","21.339953","21.523","-44.617","2460234.779918","1.9170959611928","1.0402081365384","4.370272","4017.0792074143","3.5741191978537","73.898565003569","747.78844638079","12.882789","106.54","3653","4.71723","0.5231260061264","","0.52044","71,72","no centroid info in s71 or s72; odd events in s72 are asymmetric; appears on target based on requested SPOC centroid","2024-12-13","2024-12-12","2025-07-31"
"268727719","7173.01","TIC 268727719.01","3","3","3","1","4","4","115.7","204.7","61.99","66.6","1","0","0","PC","PC","7173.01","13.3892","1","spoc-s84-b02","CTOI","347.956369","65.229824","-16.648","-61.315","2460584.788484","0.62573519966058","0.83619852333326","14.650704","13403.163698735","9.1590642129478","420.74494261897","1155.1130109262","18.25266","161.939","3718","4.6571","0.59304302930832","","0.582375","84","V-shaped; multiple stars in pixel; CTOI from Yoshi Eschen","2024-12-13","2024-12-12","2025-07-31"
"77490011","7185.01","TIC 77490011.01","1","1","1","1","4","4","10.6","140.2","12.3","16.5","1","0","0","PC","PC","7185.01","14.1398","1","spoc-s85-b02","SPOC","42.823804","30.281303","-73.474","-107.979","2460611.292588","2.6881317659053","0.92237642291975","24.950194","22717.949498326","3.5370729746879","10.889604617004","463.31117713682","10.89585","59.6029","3244","5.01029","0.23294700682163","","0.202644","85","possible odd-even; also a CTOI from Marco Montalto; L1 candidate","2025-01-09","2025-01-09","2025-07-31"
"18885659","7189.01","","3","4","3","1","4","4","56.2","144.3","103.22","66.6","5","0","0","PC","PC","7189.01","13.8273","1","qlp-s80-faintsearch","FAINT","273.037898","2.188262","3.722","-22.469","2460503.943244","2.8890956","2.232","39.925681","36105","12.4627","94.1363","867","18","192.09","3643","4.66","0.59","","0.575899","80","found in faint-star QLP search","2025-03-06","2025-03-06","2025-07-31"
"282113152","7232.01","","3","3","3","1","4","4","147","278.6","317","228","2","1","0","PC","PC","7232.01","14.0292","1","qlp-s81-faintsearch","FAINT","309.521934","8.418013","22.651","-36.109","2460528.404538","3.3221412","1.052","71.323298","63580","20.0829","8.30847","472","32","","3300","4.77","0.46","","0.459981","55,81","found in faint-star QLP search","2025-03-06","2025-03-06","2025-07-31"
"219089784","7249.01","","3","3","3","1","4","4","6","56.7","37.45","24.2","1","0","0","PC","PC","7249.01","14.9881","1","qlp-s85-faintsearch","FAINT","268.920722","67.144145","-48.213","34.3","2460659.002541","6.0387706","1.637","32.552545","29537","6.86956","5.28643","422","22","186.949","3374","4.82","0.41","","0.398709","49,52,53,56,57,58,59,60,73,77,78,79,80,81,82,83,84,85","found in faint-star QLP search","2025-03-06","2025-04-29","2025-07-31"
"275717567","7265.01","","3","3","3","1","4","4","29.2","127","73.46","46.9","0","0","0","PC","PC","7265.01","14.0157","1","qlp-s82-faintsearch","FAINT","318.704018","45.925909","30.024","-28.743","2460576.091201","4.1723","1.684","51.421591","46257","10.1574","11.1296","508","22","143.97","3392","4.75","0.49","","0.48634","55,56,75,76,82","found in faint-star QLP search","2025-03-06","2025-03-06","2025-07-31"
"149788158","727.01","","1","1","2","4","4","4","3.9","60.3","4.53","2.7","18","3","11","PC","PC","727.01","11.0002","1","qlp","QLP","130.736931","-2.498585","22.577","-120.15","2459245.51846","4.7244442","0.999","1.60808","1480","1.97562","6.29202","441","10","42.972","3653","4.74","0.5","","0.495286","8,34","SG1 to check if signal is real and if it is on the target or neighbor 149788157; period might be double","2019-05-24","2021-06-11","2025-07-31"
"149788158","727.02","","2","4","2","4","4","4","5.2","9.9","1.28","1.4","18","3","11","PC","PC","727.02","11.0002","2","spoc-s01-s65-b0A-PC","SPOC","130.736931","-2.498585","22.577","-120.15","2458518.087839","0.74997111499344","1.0576059373724","0.479878","441.88666327054","1.0797147161062","241.1610486506","1005.0705332314","8.536096","42.972","3653","4.74","0.49720400571823","","0.495286","8,34,61","L1 candidate","2023-12-07","2023-12-07","2025-07-31"
"83299322","7274.01","","3","3","3","1","4","4","8.1","131.1","58.53","41.2","5","0","0","PC","PC","7274.01","14.6826","1","qlp-s82-faintsearch","FAINT","297.6468","35.734048","68.51","1.873","2460550.49062","8.908871","1.142","79.311104","70444","8.82119","0.888904","270","13","107.811","3267","4.91","0.31","","0.28944","41,54,55,74,75,81,82","found in faint-star QLP search","2025-03-06","2025-03-06","2025-07-31"
"198358065","7281.01","","3","3","3","3","4","4","15.1","153.9","37.76","38.4","3","1","1","PC","PC","7281.01","14.654","1","qlp-s82-faintsearch","FAINT","256.418119","58.174118","-16.453","78.987","2460658.637173","4.3095502","0.224","19.026057","17371","6.9571","0.22435","191","15","84.8926","3195","4.97","0.27","","0.237895","40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,74,75,76,77,79,80,81,82","found in faint-star QLP search","2025-03-06","2025-03-06","2025-07-31"
"375192273","7301.01","","3","3","3","1","4","4","0.7","34.2","6.14","2","0","0","0","PC","PC","7301.01","11.098","1","qlp-s82-faintsearch","FAINT","315.492509","58.490747","116.9","99.2","2460608.037238","21.6836634","2.641","1.679847","1546","","","","10","89.08046","","","","","0.68","15,17,56,57,76,77,82","found in faint-star QLP search; two stars in pixel; no stellar radius","2025-03-06","2025-04-10","2025-07-31"
"161687285","7309.01","TIC 161687285.01","3","3","3","1","4","4","4.9","57.7","30.34","16.9","1","1","0","PC","PC","7309.01","14.1288","1","qlp-s82-faintsearch","FAINT","235.997005","58.155163","38.395","-18.87","2460544.09306","7.7561532","2.036","15.807751","14454","5.98246","14.2212","541","11","146.612","3462","4.78823","0.44","","0.438466","49,50,51,76,77,78,82","found in faint-star QLP search; possible odd-even","2025-03-06","2025-03-06","2025-07-31"
